address,size,span_end,current_name,proposed_name,module,status,match_percent,calling_convention,signature,is_thunk,source_file,evidence,owner,notes
0x00401700,536,0x00401917,FUN_00401700,th095::AsciiManager::DrawStrings,AsciiManager,matching,100.00,__thiscall,void AsciiManager::DrawStrings(),false,src/AsciiManager.cpp,"Canonical relocation-aware VC7.1 comparison: 536/536 authored bytes exact with all thirteen viewport, ANM, and float relocations",authored,Exact regular queue glyph renderer; TH08-ancestral unused Float3 plus target-proven identifier buckets reproduce the complete 0x24 frame without synthetic padding
0x00401920,577,0x00401B60,FUN_00401920,th095::AsciiManager::DrawGuiStrings,AsciiManager,matching,100.00,__thiscall,void AsciiManager::DrawGuiStrings(),false,src/AsciiManager.cpp,"Canonical relocation-aware VC7.1 comparison: 577/577 authored bytes exact with all sixteen viewport, ANM, float, and draw-helper relocations",authored,Exact GUI queue glyph renderer; TH08-ancestral unused Float3 restores the deep compiler home and the semantic != 1.0f branch owns the target rounded/no-round call order
0x00401B70,108,0x00401BDB,FUN_00401b70,th095::BackgroundSupervisorView::ConfigureBackgroundViewport,Background,matching,100.00,__thiscall,void BackgroundSupervisorView::ConfigureBackgroundViewport(i32 index),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 108/108 bytes and the background-viewport apply relocation,authored,Exact selection application publication and D3D SetViewport dispatch for one of two 0xF0-byte background configurations
0x00401BE0,35,0x00401C02,`vector_constructor_iterator',,,unclassified,0.00,,,false,,Ghidra 12.1.3 auto-analysis candidate; boundary unreviewed,,
0x00401C10,280,0x00401D27,FUN_00401c10,th095::AnmVm::Initialize,AnmVm,matching,100.00,__thiscall,void AnmVm::Initialize(),false,src/AnmManager.cpp,Canonical VC7.1 full-symbol comparison with target-proven 0x2CC layout,authored,Exact VM reset and identity initialization
0x00401D30,384,0x00401EAF,FUN_00401d30,th095::AsciiManager::AsciiManager,AsciiManager,matching,100.00,__thiscall,AsciiManager::AsciiManager(),false,src/AsciiManager.cpp,Canonical relocation-aware VC7.1 comparison: 384/384 bytes and all eight EH/AnmVm relocations,authored,Exact construction of four VMs two text queues and both popup timer pools in the target-local 0x13DAC layout
0x00401EB0,90,0x00401F09,FUN_00401eb0,th095::AnmVm::AnmVm,AnmVm,matching,100.00,__thiscall,AnmVm::AnmVm(),false,src/AnmManager.hpp,Canonical relocation-aware VC7.1 comparison: 90/90 bytes and the AnmVmBase constructor relocation,authored,Exact base and interrupt timer construction followed by full 0x2CC reset and inactive sprite sentinel
0x00401F10,243,0x00402002,FUN_00401f10,th095::AnmVmBase::AnmVmBase,AnmVm,matching,100.00,__thiscall,AnmVmBase::AnmVmBase(),false,src/AnmManager.hpp,Canonical VC7.1 comparison: 243/243 relocation-free bytes from the target-sized aux-less COMDAT section,authored,Exact construction of two scalar and fourteen array interpolation timers
0x00402010,168,0x004020B7,FUN_00402010,th095::AsciiManager::~AsciiManager,AsciiManager,matching,100.00,__thiscall,AsciiManager::~AsciiManager(),false,src/AsciiManager.cpp,Canonical relocation-aware VC7.1 comparison: 168/168 bytes and all four free relocations,authored,Exact reverse-order generated-vertex cleanup for the four owned text VMs
0x004020C0,389,0x00402244,FUN_004020c0,th095::Background::Background,Background,matching,100.00,__thiscall,Background::Background(),false,src/BackgroundLifecycle.cpp,Canonical relocation-aware VC7.1 comparison: 389/389 authored bytes exact with all thirteen EH member-array debug and singleton relocations,authored,Exact 0x201C BackgroundInf lifecycle construction with timer arrays and eleven inline AnmVm members before target body reset
0x00402250,216,0x00402327,FUN_00402250,th095::Background::Initialize,Background,matching,100.00,__thiscall,i32 Background::Initialize(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 216/216 bytes and all fourteen relocations,authored,Exact stage load and global background-camera initialization
0x00402330,366,0x0040249D,FUN_00402330,th095::Background::~Background,Background,matching,100.00,__thiscall,Background::~Background(),false,src/BackgroundLifecycle.cpp,Canonical relocation-aware VC7.1 comparison: 366/366 authored bytes exact with all twenty-nine EH cleanup ownership and vector-destructor relocations,authored,Exact BackgroundInf teardown with three ownership-call homes and automatic 3+8 AnmVm vector destruction
0x004024A0,374,0x00402615,FUN_004024a0,th095::Background::Create,Background,matching,100.00,__fastcall,Background *Background::Create(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 374/374 bytes and all twenty-four allocation initialization Chain registration cleanup and EH relocations,authored,Exact Background factory with target failure-label cleanup and target-proven real-local backing buckets
0x00402620,95,0x0040267E,FUN_00402620,th095::Background::scalar deleting destructor,Background,excluded,0.00,,,false,,Target wrapper shape identifies a compiler-emitted scalar deleting destructor,compiler-generated,Excluded from the authored denominator
0x00402680,206,0x0040274D,FUN_00402680,th095::Background::Update,Background,matching,100.00,__thiscall,i32 Background::Update(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 206/206 bytes and all twelve relocations,authored,Exact stage-object script and photography VM update scheduler
0x00402750,566,0x00402985,FUN_00402750,th095::Background::DrawHighPrio,Background,matching,100.00,__thiscall,i32 Background::DrawHighPrio(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 566/566 bytes and all forty relocations,authored,Exact TH095 background stage draw and photograph-mask render-state coordinator
0x00402990,490,0x00402B79,FUN_00402990,th095::Background::DrawLowPrio,Background,matching,100.00,__thiscall,i32 Background::DrawLowPrio(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 490/490 bytes and all 32 relocations,authored,Exact photograph depth-rectangle clamp and three-border-VM draw path
0x00402B80,107,0x00402BEA,FUN_00402b80,th095::Background::OnUpdate,Background,matching,100.00,__fastcall,i32 Background::OnUpdate(Background *background),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 107/107 bytes and all five relocations,authored,Exact photo-runtime gate and Background update callback
0x00402BF0,45,0x00402C1C,FUN_00402bf0,th095::Background::OnDrawHighPrio,Background,matching,100.00,__fastcall,i32 Background::OnDrawHighPrio(Background *background),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 45/45 bytes and both relocations,authored,Exact high-priority background draw callback
0x00402C20,45,0x00402C4C,FUN_00402c20,th095::Background::OnDrawLowPrio,Background,matching,100.00,__fastcall,i32 Background::OnDrawLowPrio(Background *background),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 45/45 bytes and both relocations,authored,Exact low-priority background draw callback
0x00402C50,36,0x00402C73,FUN_00402c50,th095::Background::LoadStageData,Background,matching,100.00,__thiscall,i32 Background::LoadStageData(const char *path),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 36/36 bytes and the sole relocation,authored,Exact stage-data loading wrapper
0x00402C80,523,0x00402E8A,FUN_00402c80,th095::Background::LoadStageDataInner,Background,reconstructed,0.00,__thiscall,i32 Background::LoadStageDataInner(const char *path),false,src/Background.cpp,Pinned VC7.1 semantic probe is 518 bytes versus the 523-byte target with complete file and ANM call topology,authored,Complete stage cache relocation ANM slot setup object-VM pool and script initialization
0x00402E90,208,0x00402F5F,FUN_00402e90,th095::Background::UpdateStageObjectVms,Background,matching,100.00,__thiscall,i32 Background::UpdateStageObjectVms(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 208/208 bytes and both ANM-manager relocations,authored,Exact stage-object instruction advancement VM execution and retirement with the target manager snapshot and target-proven local buckets
0x00402F60,565,0x00403194,FUN_00402f60,th095::Background::RenderObjects,Background,reconstructed,0.00,__thiscall,i32 Background::RenderObjects(i32 mode),false,src/Background.cpp,Pinned VC7.1 semantic probe is 544 bytes versus the 565-byte target with identical stage-object traversal and draw topology,authored,Complete four-layer stage-instance renderer with VM position scale fog-mode and visibility handling
0x004031A0,658,0x00403431,FUN_004031a0,th095::BackgroundStageObject::IsVisible,Background,matching,100.00,__thiscall,i32 BackgroundStageObject::IsVisible(const Float3 *instancePosition; f32 cullingDistanceSq),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 658/658 bytes and all 11 relocations,authored,Exact object-center culling; seven live vector/scalar locals use target-proven VC7.1 backing buckets
0x00403440,5129,0x00404848,FUN_00403440,th095::Background::RunStageScript,Background,matching,100.00,__thiscall,i32 Background::RunStageScript(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 5129/5129 authored bytes exact plus 100 bytes of adjacent compiler-owned data; all 117 body/data relocations replay,authored,"Exact stage-script interpreter: private target-order timer reset helper, stage-time value producer, pointer-only 0x2C disable-VM phase, and semantic aliases over target-significant interpolation/color backing identifiers reproduce all 1100 mnemonics and 517 stack-home references"
0x004048B0,152,0x00404947,FUN_004048b0,th095::CubicHermiteInterpolate,Background,matching,100.00,__stdcall,f32 CubicHermiteInterpolate(f32 startValue; f32 endValue; f32 startTangent; f32 endTangent; f32 time),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 152/152 bytes and all nine constant relocations,authored,Exact TH08-ancestral Hermite basis used by the TH095 background camera interpolation path
0x00404950,209,0x00404A20,FUN_00404950,th095::Background::SetPhotoArea,Background,matching,100.00,__thiscall,void Background::SetPhotoArea(const Float3 *position; const Float3 *size),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 209/209 authored bytes exact with all six ANM/global relocations,authored,Exact TH095 photo-area publication and lazy scripts 0x25/0x26/0x27 initialization; the real body phase owns the target 0x84 compiler-storage lane and deep receiver home
0x00404A30,143,0x00404ABE,FUN_00404a30,th095::Background::StartSpellBackground,Background,matching,100.00,__thiscall,void Background::StartSpellBackground(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 143/143 bytes and all four relocations,authored,Exact spell-photo background activation and two dynamic VM creations
0x00404AC0,66,0x00404B01,FUN_00404ac0,th095::Background::StopSpellBackground,Background,matching,100.00,__thiscall,void Background::StopSpellBackground(),false,src/Background.cpp,Canonical relocation-aware VC7.1 comparison: 66/66 bytes and all four relocations,authored,Exact spell-photo background deactivation and VM retirement
0x00404B10,108,0x00404B7B,FUN_00404b10,th095::Supervisor::ConfigureGameplayViewport,Main,matching,100.00,__thiscall,void Supervisor::ConfigureGameplayViewport(i32 index),false,src/SupervisorViewport.cpp,Canonical relocation-aware VC7.1 comparison: 108/108 bytes and the viewport-configuration relocation,authored,Exact selection application publication and D3D SetViewport dispatch for one of two 0xF0-byte gameplay configurations
0x00404B80,222,0x00404C5D,FUN_00404b80,th095::AnmLoaded::InitializeVm,AnmManager,matching,100.00,__thiscall,void AnmLoaded::InitializeVm(AnmVm *vm; i32 scriptIndex),false,src/AnmLoaded.cpp,Canonical relocation-aware VC7.1 comparison: 222/222 authored bytes exact with both AnmVm initialization and script-dispatch relocations,authored,"Exact AnmLoaded VM initializer; only the final SetAndExecuteScript semantic phase carries the target-attested eight-byte reservation, leaving all nine Float3 temporary homes unchanged"
0x00404C60,21,0x00404C74,FUN_00404c60,th095::GetPhotoBulletScriptBase,BulletManager,matching,100.00,__fastcall,i32 GetPhotoBulletScriptBase(i32 bulletType),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 21/21 bytes and the script-table relocation,authored,Exact bullet-type to base-script table accessor
0x00404C80,127,0x00404CFE,FUN_00404c80,th095::PhotoBulletManagerView::PhotoBulletManagerView,BulletManager,matching,100.00,__thiscall,PhotoBulletManagerView::PhotoBulletManagerView(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 127/127 bytes and all ten relocations,authored,Exact 1601-element bullet array construction debug trace full manager clear and singleton publication
0x00404D00,185,0x00404DB8,FUN_00404d00,th095::PhotoBulletView::PhotoBulletView,BulletManager,matching,100.00,__thiscall,PhotoBulletView::PhotoBulletView(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 185/185 bytes and the AnmVm constructor relocation,authored,Exact embedded VM two bullet timers and seven transform-state timer construction
0x00404DC0,52,0x00404DF3,FUN_00404dc0,th095::PhotoBulletView::~PhotoBulletView,BulletManager,matching,100.00,__thiscall,PhotoBulletView::~PhotoBulletView(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 52/52 bytes and the generated-vertex free relocation,authored,Exact embedded AnmVm teardown
0x00404E00,98,0x00404E61,FUN_00404e00,th095::PhotoBulletManagerView::Initialize,BulletManager,matching,100.00,__thiscall,i32 PhotoBulletManagerView::Initialize(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 98/98 bytes and all six relocations,authored,Exact bullet.anm ownership pool cursor and sentinel-state initialization
0x00404E70,52,0x00404EA3,FUN_00404e70,th095::LoadPhotoBulletAnm,BulletManager,matching,100.00,__fastcall,i32 LoadPhotoBulletAnm(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 52/52 bytes and all six relocations,authored,Exact standalone bullet.anm load and Japanese error logging helper
0x00404EB0,20,0x00404EC3,FUN_00404eb0,th095::ReleasePhotoBulletAnm,BulletManager,matching,100.00,__fastcall,i32 ReleasePhotoBulletAnm(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 20/20 bytes and both relocations,authored,Exact standalone slot-six ANM release helper
0x00404ED0,167,0x00404F76,FUN_00404ed0,th095::PhotoBulletManagerView::~PhotoBulletManagerView,BulletManager,matching,100.00,__thiscall,PhotoBulletManagerView::~PhotoBulletManagerView(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 167/167 bytes and all fifteen relocations,authored,Exact Chain unlink VM retirement singleton clearing and reverse 1601-element bullet destruction
0x00404F80,316,0x004050BB,FUN_00404f80,th095::PhotoBulletManagerView::Create,BulletManager,matching,100.00,__fastcall,PhotoBulletManagerView *PhotoBulletManagerView::Create(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 316/316 bytes and all nineteen relocations,authored,Exact allocation initialization and priority-14 calc/draw Chain registration
0x004050C0,95,0x0040511E,FUN_004050c0,th095::PhotoBulletManagerView::Destroy,BulletManager,matching,100.00,__thiscall,void PhotoBulletManagerView::Destroy(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 95/95 bytes and both relocations,authored,Exact deleting wrapper for the live bullet manager
0x00405120,1835,0x0040584A,FUN_00405120,th095::PhotoBulletManagerView::Update,BulletManager,reconstructed,0.00,__thiscall,i32 PhotoBulletManagerView::Update(),false,src/BulletManager.cpp,Pinned VC7.1 semantic reconstruction has the exact 1835-byte authored extent and all 30 relocation fields resolve; 1684/1715 comparable bytes match,authored,Complete TH095 1600-slot bullet update collision culling ANM execution draw-bucket rebuild and timer loop; 31 compiler-local stack displacement bytes remain non-exact
0x00405850,107,0x004058BA,FUN_00405850,th095::PhotoBulletView::Deactivate,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::Deactivate(),false,src/BulletManager.cpp,Canonical relocation-free VC7.1 comparison: 107/107 bytes,authored,Exact inactive-state transition with both bullet timers reset through the shared ZunTimer assignment shape
0x004058C0,56,0x004058F7,FUN_004058c0,th095::PhotoBulletManagerView::Draw,BulletManager,matching,100.00,__thiscall,i32 PhotoBulletManagerView::Draw(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 56/56 bytes and the DrawBucket relocation,authored,Exact six-bucket draw dispatcher
0x00405900,180,0x004059B3,FUN_00405900,th095::PhotoBulletManagerView::DrawBucket,BulletManager,matching,100.00,__thiscall,i32 PhotoBulletManagerView::DrawBucket(i32 bucketIndex),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 180/180 bytes and all four relocations,authored,Exact screen-position projection optional direction rotation and ANM drawing over one intrusive bucket
0x004059C0,62,0x004059FD,FUN_004059c0,th095::PhotoBulletManagerView::OnUpdate,BulletManager,matching,100.00,__fastcall,i32 PhotoBulletManagerView::OnUpdate(PhotoBulletManagerView *bulletManager),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 62/62 authored bytes exact with all three relocation destinations,authored,Exact global callback gate forwarding into the complete projectile update; inline EitherFlag closes the former one-byte OR register residual
0x00405A00,45,0x00405A2C,FUN_00405a00,th095::PhotoBulletManagerView::OnDraw,BulletManager,matching,100.00,__fastcall,i32 PhotoBulletManagerView::OnDraw(PhotoBulletManagerView *bulletManager),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 45/45 bytes and both relocations,authored,Exact GameTask flag-two draw gate
0x00405A30,2133,0x00406284,FUN_00405a30,th095::PhotoBulletManagerView::SpawnSingleBullet,BulletManager,reconstructed,0.00,__thiscall,i32 PhotoBulletManagerView::SpawnSingleBullet(PhotoBulletSpawnDescriptor *descriptor; i32 index1; i32 index2; f32 angleToPlayer),false,src/BulletManager.cpp,Pinned VC7.1 semantic reconstruction emits 2037 bytes with complete control flow and all 41 relocation destinations; target 0xE4 versus source 0xB0 frame contains an instruction-unreferenced EBP-0x54..-0x7C interval,authored,Complete 1600-slot allocation aim-mode velocity ANM spawn-state transform bootstrap and cursor-wrap path; a fully live aggregate recovers all five shallow homes but the unexplained 0x2C frame gap remains uncredited
0x004062B0,2479,0x00406C5E,FUN_004062b0,th095::PhotoBulletView::AdvanceTransformProgram,BulletManager,reconstructed,0.00,__thiscall,void PhotoBulletView::AdvanceTransformProgram(),false,src/BulletManager.cpp,Pinned VC7.1 reconstruction emits the exact 2479-byte authored extent plus the 84-byte switch table with all 500 target instruction mnemonics and all 23 relocation destinations; target frame is 0x27C versus source 0x250 because of one instruction-unreferenced 0x2C interval,authored,Complete TH095 transform interpreter with distinct X/Y wrap cases and target-shaped child-pattern parent-despawn control flow; compiler-local frame residual remains uncredited
0x00406CC0,181,0x00406D74,FUN_00406cc0,th095::PhotoBulletManagerView::SpawnBulletPattern,BulletManager,matching,100.00,__thiscall,i32 PhotoBulletManagerView::SpawnBulletPattern(PhotoBulletSpawnDescriptor *descriptor),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 181/181 bytes and all five relocations,authored,Exact TH095 nested count2/count1 pattern fanout with reverse player angle early pool exhaustion and positioned spawn sound
0x00406D80,145,0x00406E10,FUN_00406d80,th095::PhotoBulletView::UpdateDeceleration,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateDeceleration(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 145/145 bytes and all five relocations,authored,Exact sixteen-frame five-unit deceleration curve and transform-state retirement
0x00406E20,354,0x00406F81,FUN_00406e20,th095::PhotoBulletView::UpdateVectorAcceleration,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateVectorAcceleration(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 354/354 bytes and all six relocations,authored,Exact TH095 vector acceleration including scalar speed accumulation and atan2 direction refresh
0x00406F90,185,0x00407048,FUN_00406f90,th095::PhotoBulletView::UpdatePolarAcceleration,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdatePolarAcceleration(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 185/185 bytes and all five relocations,authored,Exact frame-scaled angular and speed deltas with raw velocity magnitude
0x00407050,326,0x00407195,FUN_00407050,th095::PhotoBulletView::UpdateRelativeDirectionChange,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateRelativeDirectionChange(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 326/326 bytes and all four relocations,authored,Exact repeated relative direction changes with interval slowdown and transform sound
0x004071A0,320,0x004072DF,FUN_004071a0,th095::PhotoBulletView::UpdateAbsoluteDirectionChange,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateAbsoluteDirectionChange(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 320/320 bytes and all four relocations,authored,Exact repeated absolute direction changes with interval slowdown and transform sound
0x004072E0,351,0x0040743E,FUN_004072e0,th095::PhotoBulletView::UpdateAimedDirectionChange,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateAimedDirectionChange(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 351/351 bytes and all seven relocations,authored,Exact player-aimed repeated direction changes with target-local reverse angle helper
0x00407440,469,0x00407614,FUN_00407440,th095::PhotoBulletView::UpdateBoundaryBounce,BulletManager,reconstructed,0.00,__thiscall,void PhotoBulletView::UpdateBoundaryBounce(),false,src/BulletManager.cpp,Pinned VC7.1 semantic reconstruction emits 462 bytes; the 469-byte target adds only a redundant seven-byte EBP-0x04 self-copy while preserving the 0x10 frame and all 17 relocations,authored,Complete centered-playfield edge detection reflection sound bounce count and transform retirement; bounded union-return integer-return and TH08 member-lineage probes either change frame or behavior or fold to the natural body
0x00407620,182,0x004076D5,FUN_00407620,th095::PhotoBulletView::UpdateHorizontalWrap,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateHorizontalWrap(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 182/182 bytes and all five relocations,authored,Exact centered-playfield horizontal wrap and shared wrap-timer retirement
0x004076E0,182,0x00407795,FUN_004076e0,th095::PhotoBulletView::UpdateVerticalWrap,BulletManager,matching,100.00,__thiscall,void PhotoBulletView::UpdateVerticalWrap(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 182/182 bytes and all five relocations,authored,Exact zero-to-448 vertical wrap and shared wrap-timer retirement
0x004077A0,116,0x00407813,FUN_004077a0,th095::PhotoBulletView::BeginDespawn,BulletManager,matching,100.00,__thiscall,i32 PhotoBulletView::BeginDespawn(),false,src/BulletManager.cpp,Canonical relocation-free VC7.1 comparison: 116/116 bytes,authored,Exact active-or-spawning bullet transition to state 3 with ANM interrupt 1 and timer reset
0x00407820,1122,0x00407C81,FUN_00407820,th095::PhotoBulletManagerView::CapturePhotoTargets,BulletManager,matching,100.00,__thiscall,PhotoBulletView *PhotoBulletManagerView::CapturePhotoTargets(PhotoBulletVector *position; PhotoBulletVector *size),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 1122/1122 bytes and all nine relocations,authored,Exact TH095 camera AABB scan over 1600 bullets; target source reuses maximum as the half-size temporary and target-proven backing identifiers restore the capture-list local lane
0x00407C90,1300,0x004081A3,FUN_00407c90,th095::PhotoBulletManagerView::ClearCapturedBullets,BulletManager,reconstructed,0.00,__thiscall,i32 PhotoBulletManagerView::ClearCapturedBullets(),false,src/BulletManager.cpp,Pinned VC7.1 semantic reconstruction now emits the exact 1300-byte target extent with all 17 relocations and identical 305-instruction topology; only compiler-local stack homes remain non-exact,authored,"Complete TH095 photographed-bullet conversion to script 0x126 effects and color-weighted photo items; maximum reuses the half-size local and CreateVm feeds GetVm directly, but target EBP-0x114/-0x118 remain unreferenced allocator holes"
0x004081B0,102,0x00408215,FUN_004081b0,th095::PhotoBulletManagerView::DespawnAllBullets,BulletManager,matching,100.00,__thiscall,void PhotoBulletManagerView::DespawnAllBullets(),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 102/102 bytes and the BeginDespawn relocation,authored,Exact 1600-slot active-bullet despawn sweep used by photo-stage transitions
0x00408220,1006,0x0040860D,FUN_00408220,th095::PhotoBulletManagerView::CountNearbyTargets,BulletManager,matching,100.00,__thiscall,i32 PhotoBulletManagerView::CountNearbyTargets(PhotoBulletVector *position; f32 radius),false,src/BulletManager.cpp,Canonical relocation-aware VC7.1 comparison: 1006/1006 bytes and all ten relocations,authored,Exact TH095 four-sample camera proximity score with 1/1/4/10 sprite-width weights; const-reference vector ABI and nested positive rejection reproduce target evaluation order
0x00408610,90,0x00408669,FUN_00408610,th095::PhotoCardInfoView::PhotoCardInfoView,PhotoCardInfo,matching,100.00,__thiscall,PhotoCardInfoView::PhotoCardInfoView(),false,src/PhotoCardInfo.cpp,Canonical relocation-aware VC7.1 comparison: 90/90 bytes and all three relocations,authored,Exact CardInf construction debug trace zero initialization and singleton publication
